comando,target
Vamos nessa Pé na tábua,turbo
Vamos nessa Pé na tábua,turbo
Vamos nessa Pé na tábua,turbo
Vamos nessa Pé na tábua,turbo
Vamos nessa Pé na jaca,turbo
Vamos nessa Pé na jaca,turbo
Vamos nessa Pé na jaca,turbo
Vamos nessa Pé na jaca,turbo
Vamos nessa Pé na jaca,turbo
Vai nessa acelerar,turbo
Vai nessa acelerar,turbo
Vai nessa acelerar,turbo
Vai nessa acelerar,turbo
Vai nessa acelerar,turbo
Vai nessa ativar turbo,turbo
Vai nessa ativar turbo,turbo
Vai nessa ativar turbo,turbo
Vai nessa ativar turbo,turbo
Vai nessa ativar turbo,turbo
Vai nessa use o turbo,turbo
Vai nessa use o turbo,turbo
Vai nessa use o turbo,turbo
Vai nessa use o turbo,turbo
Vai nessa use o turbo,turbo
Vai nessa vá mais rápido,turbo
Vai nessa vá mais rápido,turbo
Vai nessa vá mais rápido,turbo
Vai nessa vá mais rápido,turbo
Vai nessa vá mais rápido,turbo
Vai nessa ligar o turbo,turbo
Vai nessa ligar o turbo,turbo
Vai nessa ligar o turbo,turbo
Vai nessa ligar o turbo,turbo
Vai nessa ligar o turbo,turbo
Vai nessa turbine agora,turbo
Vai nessa turbine agora,turbo
Vai nessa turbine agora,turbo
Vai nessa turbine agora,turbo
Vai nessa turbine agora,turbo
Vai nessa aumente a velocidade,turbo
Vai nessa aumente a velocidade,turbo
Vai nessa aumente a velocidade,turbo
Vai nessa aumente a velocidade,turbo
Vai nessa aumente a velocidade,turbo
Vai nessa use velocidade máxima,turbo
Vai nessa use velocidade máxima,turbo
Vai nessa use velocidade máxima,turbo
Vai nessa use velocidade máxima,turbo
Vai nessa use velocidade máxima,turbo
Vai nessa boost,turbo
Vai nessa boost,turbo
Vai nessa boost,turbo
Vai nessa boost,turbo
Vai nessa boost,turbo
Vai nessa modo turbo ativado,turbo
Vai nessa modo turbo ativado,turbo
Vai nessa modo turbo ativado,turbo
Vai nessa modo turbo ativado,turbo
Vai nessa modo turbo ativado,turbo
Vai nessa A todo vapor,turbo
Vai nessa A todo vapor,turbo
Vai nessa A todo vapor,turbo
Vai nessa A todo vapor,turbo
Vai nessa A todo vapor,turbo
Vai nessa Força total,turbo
Vai nessa Força total,turbo
Vai nessa Força total,turbo
Vai nessa Força total,turbo
Vai nessa Força total,turbo
Vai nessa taca-le pau,turbo
Vai nessa taca-le pau,turbo
Vai nessa taca-le pau,turbo
Vai nessa taca-le pau,turbo
Vai nessa taca-le pau,turbo
Vai nessa Pisa fundo,turbo
Vai nessa Pisa fundo,turbo
Vai nessa Pisa fundo,turbo
Vai nessa Pisa fundo,turbo
Vai nessa Pisa fundo,turbo
Vai nessa Pé na tábua,turbo
Vai nessa Pé na tábua,turbo
Vai nessa Pé na tábua,turbo
Vai nessa Pé na tábua,turbo
Vai nessa Pé na tábua,turbo
Vai nessa Pé na jaca,turbo
Vai nessa Pé na jaca,turbo
Vai nessa Pé na jaca,turbo
Vai nessa Pé na jaca,turbo
Vai nessa Pé na jaca,turbo
Vai lá acelerar,turbo
Vai lá acelerar,turbo
Vai lá acelerar,turbo
Vai lá acelerar,turbo
Vai lá acelerar,turbo
Vai lá ativar turbo,turbo
Vai lá ativar turbo,turbo
Vai lá ativar turbo,turbo
Vai lá ativar turbo,turbo
Vai lá ativar turbo,turbo
Vai lá use o turbo,turbo
Vai lá use o turbo,turbo
Vai lá use o turbo,turbo
Vai lá use o turbo,turbo
Vai lá use o turbo,turbo
Vai lá vá mais rápido,turbo
Vai lá vá mais rápido,turbo
Vai lá vá mais rápido,turbo
Vai lá vá mais rápido,turbo
Vai lá vá mais rápido,turbo
Vai lá ligar o turbo,turbo
Vai lá ligar o turbo,turbo
Vai lá ligar o turbo,turbo
Vai lá ligar o turbo,turbo
Vai lá ligar o turbo,turbo
Vai lá turbine agora,turbo
Vai lá turbine agora,turbo
Vai lá turbine agora,turbo
Vai lá turbine agora,turbo
Vai lá turbine agora,turbo
Vai lá aumente a velocidade,turbo
Vai lá aumente a velocidade,turbo
Vai lá aumente a velocidade,turbo
Vai lá aumente a velocidade,turbo
Vai lá aumente a velocidade,turbo
Vai lá use velocidade máxima,turbo
Vai lá use velocidade máxima,turbo
Vai lá use velocidade máxima,turbo
Vai lá use velocidade máxima,turbo
Vai lá use velocidade máxima,turbo
Vai lá boost,turbo
Vai lá boost,turbo
Vai lá boost,turbo
Vai lá boost,turbo
Vai lá boost,turbo
Vai lá modo turbo ativado,turbo
Vai lá modo turbo ativado,turbo
Vai lá modo turbo ativado,turbo
Vai lá modo turbo ativado,turbo
Vai lá modo turbo ativado,turbo
Vai lá A todo vapor,turbo
Vai lá A todo vapor,turbo
Vai lá A todo vapor,turbo
Vai lá A todo vapor,turbo
Vai lá A todo vapor,turbo
Vai lá Força total,turbo
Vai lá Força total,turbo
Vai lá Força total,turbo
Vai lá Força total,turbo
Vai lá Força total,turbo
Vai lá taca-le pau,turbo
Vai lá taca-le pau,turbo
Vai lá taca-le pau,turbo
Vai lá taca-le pau,turbo
Vai lá taca-le pau,turbo
Vai lá Pisa fundo,turbo
Vai lá Pisa fundo,turbo
Vai lá Pisa fundo,turbo
Vai lá Pisa fundo,turbo
Vai lá Pisa fundo,turbo
Vai lá Pé na tábua,turbo
Vai lá Pé na tábua,turbo
Vai lá Pé na tábua,turbo
Vai lá Pé na tábua,turbo
Vai lá Pé na tábua,turbo
Vai lá Pé na jaca,turbo
Vai lá Pé na jaca,turbo
Vai lá Pé na jaca,turbo
Vai lá Pé na jaca,turbo
Vai lá Pé na jaca,turbo
Ação! pausar,pause
Ação! pausar,pause
Ação! pausar,pause
Ação! pausar,pause
Ação! pausar,pause
Ação! parar,pause
Ação! parar,pause
Ação! parar,pause
Ação! parar,pause
Ação! parar,pause
Ação! interromper,pause
Ação! interromper,pause
Ação! interromper,pause
Ação! interromper,pause
Ação! interromper,pause
Ação! suspender,pause
Ação! suspender,pause
Ação! suspender,pause
Ação! suspender,pause
Ação! suspender,pause
Ação! pare o jogo,pause
Ação! pare o jogo,pause
Ação! pare o jogo,pause
Ação! pare o jogo,pause
Ação! pare o jogo,pause
Ação! pausa agora,pause
Ação! pausa agora,pause
Ação! pausa agora,pause
Ação! pausa agora,pause
Ação! pausa agora,pause
Ação! pausa rápida,pause
Ação! pausa rápida,pause
Ação! pausa rápida,pause
Ação! pausa rápida,pause
Ação! pausa rápida,pause
Ação! interrompa o movimento,pause
Ação! interrompa o movimento,pause
Ação! interrompa o movimento,pause
Ação! interrompa o movimento,pause
Ação! interrompa o movimento,pause
Ação! pausa ativada,pause
Ação! pausa ativada,pause
Ação! pausa ativada,pause
Ação! pausa ativada,pause
Ação! pausa ativada,pause
Ação! colocar em pausa,pause
Ação! colocar em pausa,pause
Ação! colocar em pausa,pause
Ação! colocar em pausa,pause
Ação! colocar em pausa,pause
Ação! segurar o jogo,pause
Ação! segurar o jogo,pause
Ação! segurar o jogo,pause
Ação! segurar o jogo,pause
Ação! segurar o jogo,pause
Execute pausar,pause
Execute pausar,pause
Execute pausar,pause
Execute pausar,pause
Execute pausar,pause
Execute parar,pause
Execute parar,pause
Execute parar,pause
Execute parar,pause
Execute parar,pause
Execute interromper,pause
Execute interromper,pause
Execute interromper,pause
Execute interromper,pause
Execute interromper,pause
Execute suspender,pause
Execute suspender,pause
Execute suspender,pause
Execute suspender,pause
Execute suspender,pause
Execute pare o jogo,pause
Execute pare o jogo,pause
Execute pare o jogo,pause
Execute pare o jogo,pause
Execute pare o jogo,pause
Execute pausa agora,pause
Execute pausa agora,pause
Execute pausa agora,pause
Execute pausa agora,pause
Execute pausa agora,pause
Execute pausa rápida,pause
Execute pausa rápida,pause
Execute pausa rápida,pause
Execute pausa rápida,pause
Execute pausa rápida,pause
Execute interrompa o movimento,pause
Execute interrompa o movimento,pause
Execute interrompa o movimento,pause
Execute interrompa o movimento,pause
Execute interrompa o movimento,pause
Execute pausa ativada,pause
Execute pausa ativada,pause
Execute pausa ativada,pause
Execute pausa ativada,pause
Execute pausa ativada,pause
Execute colocar em pausa,pause
Execute colocar em pausa,pause
Execute colocar em pausa,pause
Execute colocar em pausa,pause
Execute colocar em pausa,pause
Execute segurar o jogo,pause
Execute segurar o jogo,pause
Execute segurar o jogo,pause
Execute segurar o jogo,pause
Execute segurar o jogo,pause
Realize pausar,pause
Realize pausar,pause
Realize pausar,pause
Realize pausar,pause
Realize pausar,pause
Realize parar,pause
Realize parar,pause
Realize parar,pause
Realize parar,pause
Realize parar,pause
Realize interromper,pause
Realize interromper,pause
Realize interromper,pause
Realize interromper,pause
Realize interromper,pause
Realize suspender,pause
Realize suspender,pause
Realize suspender,pause
Realize suspender,pause
Realize suspender,pause
Realize pare o jogo,pause
Realize pare o jogo,pause
Realize pare o jogo,pause
Realize pare o jogo,pause
Realize pare o jogo,pause
Realize pausa agora,pause
Realize pausa agora,pause
Realize pausa agora,pause
Realize pausa agora,pause
Realize pausa agora,pause
Realize pausa rápida,pause
Realize pausa rápida,pause
Realize pausa rápida,pause
Realize pausa rápida,pause
Realize pausa rápida,pause
Realize interrompa o movimento,pause
Realize interrompa o movimento,pause
Realize interrompa o movimento,pause
Realize interrompa o movimento,pause
Realize interrompa o movimento,pause
Realize pausa ativada,pause
Realize pausa ativada,pause
Realize pausa ativada,pause
Realize pausa ativada,pause
Realize pausa ativada,pause
Realize colocar em pausa,pause
Realize colocar em pausa,pause
Realize colocar em pausa,pause
Realize colocar em pausa,pause
Realize colocar em pausa,pause
Realize segurar o jogo,pause
Realize segurar o jogo,pause
Realize segurar o jogo,pause
Realize segurar o jogo,pause
Realize segurar o jogo,pause
Ative pausar,pause
Ative pausar,pause
Ative pausar,pause
Ative pausar,pause
Ative pausar,pause
Ative parar,pause
Ative parar,pause
Ative parar,pause
Ative parar,pause
Ative parar,pause
Ative interromper,pause
Ative interromper,pause
Ative interromper,pause
Ative interromper,pause
Ative interromper,pause
Ative suspender,pause
Ative suspender,pause
Ative suspender,pause
Ative suspender,pause
Ative suspender,pause
Ative pare o jogo,pause
Ative pare o jogo,pause
Ative pare o jogo,pause
Ative pare o jogo,pause
Ative pare o jogo,pause
Ative pausa agora,pause
Ative pausa agora,pause
Ative pausa agora,pause
Ative pausa agora,pause
Ative pausa agora,pause
Ative pausa rápida,pause
Ative pausa rápida,pause
Ative pausa rápida,pause
Ative pausa rápida,pause
Ative pausa rápida,pause
Ative interrompa o movimento,pause
Ative interrompa o movimento,pause
Ative interrompa o movimento,pause
Ative interrompa o movimento,pause
Ative interrompa o movimento,pause
Ative pausa ativada,pause
Ative pausa ativada,pause
Ative pausa ativada,pause
Ative pausa ativada,pause
Ative pausa ativada,pause
Ative colocar em pausa,pause
Ative colocar em pausa,pause
Ative colocar em pausa,pause
Ative colocar em pausa,pause
Ative colocar em pausa,pause
Ative segurar o jogo,pause
Ative segurar o jogo,pause
Ative segurar o jogo,pause
Ative segurar o jogo,pause
Ative segurar o jogo,pause
Cumpra pausar,pause
Cumpra pausar,pause
Cumpra pausar,pause
Cumpra pausar,pause
Cumpra pausar,pause
Cumpra parar,pause
Cumpra parar,pause
Cumpra parar,pause
Cumpra parar,pause
Cumpra parar,pause
Cumpra interromper,pause
Cumpra interromper,pause
Cumpra interromper,pause
Cumpra interromper,pause
Cumpra interromper,pause
Cumpra suspender,pause
Cumpra suspender,pause
Cumpra suspender,pause
Cumpra suspender,pause
Cumpra suspender,pause
Cumpra pare o jogo,pause
Cumpra pare o jogo,pause
Cumpra pare o jogo,pause
Cumpra pare o jogo,pause
Cumpra pare o jogo,pause
Cumpra pausa agora,pause
Cumpra pausa agora,pause
Cumpra pausa agora,pause
Cumpra pausa agora,pause
Cumpra pausa agora,pause
Cumpra pausa rápida,pause
Cumpra pausa rápida,pause
Cumpra pausa rápida,pause
Cumpra pausa rápida,pause
Cumpra pausa rápida,pause
Cumpra interrompa o movimento,pause
Cumpra interrompa o movimento,pause
Cumpra interrompa o movimento,pause
Cumpra interrompa o movimento,pause
Cumpra interrompa o movimento,pause
Cumpra pausa ativada,pause
Cumpra pausa ativada,pause
Cumpra pausa ativada,pause
Cumpra pausa ativada,pause
Cumpra pausa ativada,pause
Cumpra colocar em pausa,pause
Cumpra colocar em pausa,pause
Cumpra colocar em pausa,pause
Cumpra colocar em pausa,pause
Cumpra colocar em pausa,pause
Cumpra segurar o jogo,pause
Cumpra segurar o jogo,pause
Cumpra segurar o jogo,pause
Cumpra segurar o jogo,pause
Cumpra segurar o jogo,pause
Faça pausar,pause
Faça pausar,pause
Faça pausar,pause
Faça pausar,pause
Faça pausar,pause
Faça parar,pause
Faça parar,pause
Faça parar,pause
Faça parar,pause
Faça parar,pause
Faça interromper,pause
Faça interromper,pause
Faça interromper,pause
Faça interromper,pause
Faça interromper,pause
Faça suspender,pause
Faça suspender,pause
Faça suspender,pause
Faça suspender,pause
Faça suspender,pause
Faça pare o jogo,pause
Faça pare o jogo,pause
Faça pare o jogo,pause
Faça pare o jogo,pause
Faça pare o jogo,pause
Faça pausa agora,pause
Faça pausa agora,pause
Faça pausa agora,pause
Faça pausa agora,pause
Faça pausa agora,pause
Faça pausa rápida,pause
Faça pausa rápida,pause
Faça pausa rápida,pause
Faça pausa rápida,pause
Faça pausa rápida,pause
Faça interrompa o movimento,pause
Faça interrompa o movimento,pause
Faça interrompa o movimento,pause
Faça interrompa o movimento,pause
Faça interrompa o movimento,pause
Faça pausa ativada,pause
Faça pausa ativada,pause
Faça pausa ativada,pause
Faça pausa ativada,pause
Faça pausa ativada,pause
Faça colocar em pausa,pause
Faça colocar em pausa,pause
Faça colocar em pausa,pause
Faça colocar em pausa,pause
Faça colocar em pausa,pause
Faça segurar o jogo,pause
Faça segurar o jogo,pause
Faça segurar o jogo,pause
Faça segurar o jogo,pause
Faça segurar o jogo,pause
Inicie pausar,pause
Inicie pausar,pause
Inicie pausar,pause
Inicie pausar,pause
Inicie pausar,pause
Inicie parar,pause
Inicie parar,pause
Inicie parar,pause
Inicie parar,pause
Inicie parar,pause
Inicie interromper,pause
Inicie interromper,pause
Inicie interromper,pause
Inicie interromper,pause
Inicie interromper,pause
Inicie suspender,pause
Inicie suspender,pause
Inicie suspender,pause
Inicie suspender,pause
Inicie suspender,pause
Inicie pare o jogo,pause
Inicie pare o jogo,pause
Inicie pare o jogo,pause
Inicie pare o jogo,pause
Inicie pare o jogo,pause
Inicie pausa agora,pause
Inicie pausa agora,pause
Inicie pausa agora,pause
Inicie pausa agora,pause
Inicie pausa agora,pause
Inicie pausa rápida,pause
Inicie pausa rápida,pause
Inicie pausa rápida,pause
Inicie pausa rápida,pause
Inicie pausa rápida,pause
Inicie interrompa o movimento,pause
Inicie interrompa o movimento,pause
Inicie interrompa o movimento,pause
Inicie interrompa o movimento,pause
Inicie interrompa o movimento,pause
Inicie pausa ativada,pause
Inicie pausa ativada,pause
Inicie pausa ativada,pause
Inicie pausa ativada,pause
Inicie pausa ativada,pause
Inicie colocar em pausa,pause
Inicie colocar em pausa,pause
Inicie colocar em pausa,pause
Inicie colocar em pausa,pause
Inicie colocar em pausa,pause
Inicie segurar o jogo,pause
Inicie segurar o jogo,pause
Inicie segurar o jogo,pause
Inicie segurar o jogo,pause
Inicie segurar o jogo,pause
Atue pausar,pause
Atue pausar,pause
Atue pausar,pause
Atue pausar,pause
Atue pausar,pause
Atue parar,pause
Atue parar,pause
Atue parar,pause
Atue parar,pause
Atue parar,pause
Atue interromper,pause
Atue interromper,pause
Atue interromper,pause
Atue interromper,pause
Atue interromper,pause
Atue suspender,pause
Atue suspender,pause
Atue suspender,pause
Atue suspender,pause
Atue suspender,pause
Atue pare o jogo,pause
Atue pare o jogo,pause
Atue pare o jogo,pause
Atue pare o jogo,pause
Atue pare o jogo,pause
Atue pausa agora,pause
Atue pausa agora,pause
Atue pausa agora,pause
Atue pausa agora,pause
Atue pausa agora,pause
Atue pausa rápida,pause
Atue pausa rápida,pause
Atue pausa rápida,pause
Atue pausa rápida,pause
Atue pausa rápida,pause
Atue interrompa o movimento,pause
Atue interrompa o movimento,pause
Atue interrompa o movimento,pause
Atue interrompa o movimento,pause
Atue interrompa o movimento,pause
Atue pausa ativada,pause
Atue pausa ativada,pause
Atue pausa ativada,pause
Atue pausa ativada,pause
Atue pausa ativada,pause
Atue colocar em pausa,pause
Atue colocar em pausa,pause
Atue colocar em pausa,pause
Atue colocar em pausa,pause
Atue colocar em pausa,pause
Atue segurar o jogo,pause
Atue segurar o jogo,pause
Atue segurar o jogo,pause
Atue segurar o jogo,pause
Atue segurar o jogo,pause
Opere pausar,pause
Opere pausar,pause
Opere pausar,pause
Opere pausar,pause
Opere pausar,pause
Opere parar,pause
Opere parar,pause
Opere parar,pause
Opere parar,pause
Opere parar,pause
Opere interromper,pause
Opere interromper,pause
Opere interromper,pause
Opere interromper,pause
Opere interromper,pause
Opere suspender,pause
Opere suspender,pause
Opere suspender,pause
Opere suspender,pause
Opere suspender,pause
Opere pare o jogo,pause
Opere pare o jogo,pause
Opere pare o jogo,pause
Opere pare o jogo,pause
Opere pare o jogo,pause
Opere pausa agora,pause
Opere pausa agora,pause
Opere pausa agora,pause
Opere pausa agora,pause
Opere pausa agora,pause
Opere pausa rápida,pause
Opere pausa rápida,pause
Opere pausa rápida,pause
Opere pausa rápida,pause
Opere pausa rápida,pause
Opere interrompa o movimento,pause
Opere interrompa o movimento,pause
Opere interrompa o movimento,pause
Opere interrompa o movimento,pause
Opere interrompa o movimento,pause
Opere pausa ativada,pause
Opere pausa ativada,pause
Opere pausa ativada,pause
Opere pausa ativada,pause
Opere pausa ativada,pause
Opere colocar em pausa,pause
Opere colocar em pausa,pause
Opere colocar em pausa,pause
Opere colocar em pausa,pause
Opere colocar em pausa,pause
Opere segurar o jogo,pause
Opere segurar o jogo,pause
Opere segurar o jogo,pause
Opere segurar o jogo,pause
Opere segurar o jogo,pause
Desempenhe pausar,pause
Desempenhe pausar,pause
Desempenhe pausar,pause
Desempenhe pausar,pause
Desempenhe pausar,pause
Desempenhe parar,pause
Desempenhe parar,pause
Desempenhe parar,pause
Desempenhe parar,pause
Desempenhe parar,pause
Desempenhe interromper,pause
Desempenhe interromper,pause
Desempenhe interromper,pause
Desempenhe interromper,pause
Desempenhe interromper,pause
Desempenhe suspender,pause
Desempenhe suspender,pause
Desempenhe suspender,pause
Desempenhe suspender,pause
Desempenhe suspender,pause
Desempenhe pare o jogo,pause
Desempenhe pare o jogo,pause
Desempenhe pare o jogo,pause
Desempenhe pare o jogo,pause
Desempenhe pare o jogo,pause
Desempenhe pausa agora,pause
Desempenhe pausa agora,pause
Desempenhe pausa agora,pause
Desempenhe pausa agora,pause
Desempenhe pausa agora,pause
Desempenhe pausa rápida,pause
Desempenhe pausa rápida,pause
Desempenhe pausa rápida,pause
Desempenhe pausa rápida,pause
Desempenhe pausa rápida,pause
